file_name,label,sigma
1997.png,13.9453125,2.79
1998.png,38.958332,2.38
1999.png,29.93815,1.21
2000.png,38.792316,3.34
2001.png,44.38151,2.21
2002.png,57.3584,2.13
2003.png,59.98698,1.68
2004.png,42.55534,2.23
2005.png,33.645832,3.18
2006.png,40.31413,2.72
2007.png,47.03776,2.16
2008.png,46.069336,1.69
2009.png,76.450195,3.13
2010.png,29.93815,1.23
2011.png,43.800457,1.02
2012.png,35.029297,0.89
2013.png,62.034504,1.6
2014.png,93.60514,1.33
2015.png,19.451498,2.02
2016.png,60.40202,0.41
2017.png,43.053387,3.38
2018.png,83.33984,2.62
2019.png,83.75488,1.89
2020.png,33.175457,3.26
2021.png,43.24707,1.93
2022.png,84.14225,4.0
2023.png,52.239582,2.6
2024.png,64.13737,3.03
2025.png,53.374023,0.01
2026.png,25.732422,1.21
2027.png,76.69922,2.11
2028.png,46.761066,1.76
2029.png,45.43294,1.75
2030.png,85.22135,1.79
2031.png,22.74414,2.1
2032.png,70.58431,1.81
2033.png,41.835938,0.61
2034.png,73.82162,3.23
2035.png,65.32715,2.23
2036.png,31.238607,3.1
2037.png,65.74219,2.49
2038.png,14.8307295,2.47
2039.png,53.51237,3.84
2040.png,16.490885,1.11
2041.png,40.25879,1.54
2042.png,55.36621,2.48
2043.png,48.1722,0.99
2044.png,60.457355,1.22
2045.png,43.883465,1.46
2046.png,89.78678,1.44
2047.png,36.08073,3.05
2048.png,45.405273,1.74
2049.png,35.582684,0.01
2050.png,42.77669,0.01
2051.png,49.195965,2.79
2052.png,64.19271,2.0
2053.png,37.24284,1.87
2054.png,20.5306,1.97
2055.png,42.666016,4.0
2056.png,17.569986,1.02
2057.png,72.189125,2.71
2058.png,77.944336,3.74
2059.png,72.05078,2.42
2060.png,32.98177,3.98
2061.png,60.595703,1.49
2062.png,80.13021,1.93
2063.png,70.66732,3.47
2064.png,26.645508,1.66
2065.png,72.07845,2.01
2066.png,71.41439,1.89
2067.png,67.54069,3.07
2068.png,49.99837,2.17
2069.png,39.733074,0.75
2070.png,61.37044,2.01
2071.png,14.02832,1.61
2072.png,31.681314,1.17
2073.png,42.638348,2.9
2074.png,55.42155,2.61
2075.png,47.563477,1.92
2076.png,20.281576,1.89
2077.png,36.41276,0.68
2078.png,36.80013,4.0
2079.png,19.31315,2.45
2080.png,35.30599,0.62
2081.png,55.891926,2.91
2082.png,62.864582,0.81
2083.png,70.61198,1.66
2084.png,57.66276,0.68
2085.png,61.37044,0.68
2086.png,47.86784,1.03
2087.png,37.713215,1.53
2088.png,57.552082,2.63
2089.png,66.43392,3.57
2090.png,18.704428,0.88
2091.png,52.267254,2.93
2092.png,71.96777,0.01
2093.png,43.800457,3.0
2094.png,13.28125,1.3
2095.png,65.13346,1.52
2096.png,82.03939,2.31
2097.png,63.639324,2.7
2098.png,46.152344,1.51
2099.png,35.942383,2.89
2100.png,81.29232,3.02
2101.png,24.487305,0.61
2102.png,55.891926,1.8
2103.png,64.635414,1.4
2104.png,43.772785,2.62
2105.png,48.421223,2.74
2106.png,60.70638,3.52
2107.png,39.318035,0.01
2108.png,73.26823,0.67
2109.png,71.41439,1.23
2110.png,57.856445,0.9
2111.png,45.183918,2.51
2112.png,85.77474,2.44
2113.png,44.82422,1.57
2114.png,38.515625,2.46
2115.png,79.02344,1.18
2116.png,75.56478,1.25
2117.png,71.663414,1.08
2118.png,36.16374,4.0
2119.png,29.910482,0.35
2120.png,75.066734,2.85
2121.png,59.848633,2.47
2122.png,39.235027,2.45
2123.png,72.604164,3.27
2124.png,41.66992,1.68
2125.png,78.16569,2.22
2126.png,41.69759,1.59
2127.png,14.166667,0.48
2128.png,63.639324,2.09
2129.png,52.986652,3.1
2130.png,53.761395,2.69
2131.png,77.66764,2.68
2132.png,48.83626,1.38
2133.png,37.049152,2.0
2134.png,49.195965,0.87
2135.png,54.895832,3.18
2136.png,26.14746,2.03
2137.png,57.081707,2.29
2138.png,92.33236,1.06
2139.png,52.405598,1.04
2140.png,45.43294,3.68
2141.png,65.60384,2.14
2142.png,60.31901,1.11
2143.png,46.484375,0.9
2144.png,49.140625,2.41
2145.png,53.87207,2.86
2146.png,52.599285,2.66
2147.png,31.515299,2.72
2148.png,30.325521,2.82
2149.png,43.883465,1.32
2150.png,35.66569,0.5
2151.png,44.575195,0.7
2152.png,26.839193,1.55
2153.png,54.508465,1.37
2154.png,79.217125,4.0
2155.png,14.747722,0.97
2156.png,48.08919,1.92
2157.png,46.18001,4.0
2158.png,42.472332,1.31
2159.png,35.499676,2.29
2160.png,67.430016,2.79
2161.png,65.05045,1.24
2162.png,70.33529,1.9
2163.png,82.64811,2.43
2164.png,41.199543,2.49
2165.png,44.962566,1.11
2166.png,17.87435,2.86
2167.png,41.559246,0.74
2168.png,53.89974,2.07
2169.png,51.741535,3.26
2170.png,77.58463,3.01
2171.png,43.385418,2.71
2172.png,28.139648,2.43
2173.png,22.301432,1.09
2174.png,92.22168,1.31
2175.png,37.076824,3.26
2176.png,45.54362,2.31
2177.png,65.65918,1.81
2178.png,44.243164,3.7
2179.png,70.66732,1.11
2180.png,44.658203,2.43
2181.png,56.94336,2.11
2182.png,53.51237,1.99
2183.png,52.931316,1.79
2184.png,75.592445,2.74
2185.png,73.904625,2.63
2186.png,58.299152,1.15
2187.png,75.398766,2.1
2188.png,85.7194,1.79
2189.png,37.851562,1.54
2190.png,70.66732,0.74
2191.png,58.02246,2.1
2192.png,53.761395,1.09
2193.png,72.631836,1.82
2194.png,71.96777,2.46
2195.png,78.88509,2.03
2196.png,20.447592,1.34
2197.png,33.83952,0.35
2198.png,55.08952,0.99
2199.png,35.472004,1.55
2200.png,13.972981,0.82
2201.png,25.621744,0.95
2202.png,39.37337,1.16
2203.png,22.993164,2.54
2204.png,92.41537,1.46
2205.png,84.88932,0.61
2206.png,58.82487,1.97
2207.png,44.02181,1.51
2208.png,65.43783,0.9
2209.png,32.20703,3.16
2210.png,48.697918,2.14
2211.png,51.27116,2.23
2212.png,73.32357,3.13
2213.png,78.44238,1.38
2214.png,73.683266,2.33
2215.png,21.111654,1.86
2216.png,51.27116,0.73
2217.png,41.0612,1.06
2218.png,23.325195,2.85
2219.png,80.4069,1.36
2220.png,52.958984,2.35
2221.png,68.785805,3.18
2222.png,85.30436,3.25
2223.png,87.10287,0.34
2224.png,34.420574,0.99
2225.png,28.47168,0.01
2226.png,63.556316,1.92
2227.png,35.69336,2.09
2228.png,57.939453,0.01
2229.png,60.983074,1.74
2230.png,49.38965,0.8
2231.png,72.631836,1.97
2232.png,54.95117,1.63
2233.png,52.37793,2.61
2234.png,47.950848,2.67
2235.png,24.459635,3.32
2236.png,81.67969,1.74
2237.png,64.30338,1.63
2238.png,29.827475,2.19
2239.png,39.318035,2.49
2240.png,92.24935,2.52
2241.png,51.769207,3.9
2242.png,76.78223,3.03
2243.png,47.75716,2.14
2244.png,58.658855,2.55
2245.png,20.696615,1.75
2246.png,25.317383,0.01
2247.png,51.437176,1.33
2248.png,45.294598,1.19
2249.png,50.302734,3.32
2250.png,80.18555,2.22
2251.png,59.156902,3.45
2252.png,21.22233,3.11
2253.png,71.442055,2.06
2254.png,78.13802,1.9
2255.png,53.346355,1.25
2256.png,29.495443,2.8
2257.png,19.064127,4.0
2258.png,53.844402,1.92
2259.png,29.384766,0.68
2260.png,65.29948,3.27
2261.png,47.53581,2.23
2262.png,58.990887,1.2
2263.png,29.716797,3.19
2264.png,65.188805,2.3
2265.png,61.232098,2.25
2266.png,60.62337,0.34
2267.png,61.84082,2.03
2268.png,52.211914,1.63
2269.png,87.185875,3.01
2270.png,38.6263,1.61
2271.png,48.006184,2.29
2272.png,21.305338,1.53
2273.png,72.65951,3.17
2274.png,31.017252,3.56
2275.png,48.725586,2.42
2276.png,34.47591,2.21
2277.png,50.80078,1.69
2278.png,62.781574,4.0
2279.png,49.2513,4.0
2280.png,47.895508,3.16
2281.png,25.179037,3.24
2282.png,44.04948,1.76
2283.png,50.773113,0.93
2284.png,78.69141,2.1
2285.png,45.128582,3.82
2286.png,59.156902,1.86
2287.png,50.13672,2.17
2288.png,54.70215,1.91
2289.png,62.61556,0.71
2290.png,75.75846,3.26
2291.png,54.95117,2.03
2292.png,63.833008,2.42
2293.png,42.638348,1.36
2294.png,34.11621,2.86
2295.png,88.873695,1.28
2296.png,23.380533,2.61
2297.png,44.79655,2.9
2298.png,55.31087,2.74
2299.png,33.922527,2.04
2300.png,80.98795,1.44
2301.png,83.9209,1.63
2302.png,16.103516,2.48
2303.png,93.05176,0.78
2304.png,84.36361,0.96
2305.png,44.187824,2.64
2306.png,40.397137,1.17
2307.png,41.503906,0.31
2308.png,76.145836,0.01
2309.png,87.822266,2.36
2310.png,71.69108,2.76
2311.png,58.575848,1.45
2312.png,59.101562,1.1
2313.png,71.248375,1.2
2314.png,61.50879,1.75
2315.png,41.503906,1.73
2316.png,62.781574,1.87
2317.png,54.64681,0.36
2318.png,84.16992,1.46
2319.png,40.424805,3.11
2320.png,71.9401,1.93
2321.png,54.64681,1.46
2322.png,59.21224,0.01
2323.png,65.99121,1.0
2324.png,23.020834,2.21
2325.png,57.939453,2.16
2326.png,70.97168,1.73
2327.png,60.67871,0.98
2328.png,20.143229,3.02
2329.png,83.782555,1.73
2330.png,70.00326,0.22
2331.png,86.99219,2.05
2332.png,63.307293,1.42
2333.png,77.889,1.63
2334.png,27.835287,2.62
2335.png,48.116863,2.26
2336.png,72.90853,1.76
2337.png,22.74414,1.19
2338.png,67.291664,2.56
2339.png,57.884113,0.72
2340.png,54.397785,1.05
2341.png,71.27604,2.49
2342.png,77.14193,1.77
2343.png,34.448242,3.88
2344.png,50.05371,1.49
2345.png,21.443686,1.88
2346.png,37.076824,2.09
2347.png,48.116863,2.01
2348.png,38.155926,2.39
2349.png,47.03776,0.77
2350.png,82.03939,1.37
2351.png,14.3880205,1.25
2352.png,67.623695,2.78
2353.png,72.189125,1.69
2354.png,52.239582,1.32
2355.png,61.50879,2.11
2356.png,86.85384,1.57
2357.png,82.814125,3.19
2358.png,70.16927,1.34
2359.png,58.271484,1.67
2360.png,47.03776,2.77
2361.png,64.58008,2.81
2362.png,28.47168,1.3
2363.png,43.689777,1.14
2364.png,66.84896,2.91
2365.png,61.37044,1.3
2366.png,15.660808,1.79
2367.png,92.913414,0.24
2368.png,86.770836,3.39
2369.png,59.46126,2.46
2370.png,88.873695,3.26
2371.png,55.200195,1.55
2372.png,68.785805,2.23
2373.png,71.69108,1.73
2374.png,22.107748,2.59
2375.png,23.297525,0.54
2376.png,65.60384,2.2
2377.png,28.748373,2.84
2378.png,49.278973,2.09
2379.png,35.33366,1.61
2380.png,17.210287,2.57
2381.png,77.28027,0.01
2382.png,55.753582,0.36
2383.png,31.791992,1.69
2384.png,70.72266,1.23
2385.png,82.89713,1.58
2386.png,26.673178,0.95
2387.png,51.21582,1.64
2388.png,60.595703,1.7
2389.png,18.317057,0.89
2390.png,58.354492,2.53
2391.png,59.95931,2.71
2392.png,59.156902,3.22
2393.png,58.658855,2.8
2394.png,66.82129,1.39
2395.png,50.966797,1.59
2396.png,33.72884,2.96
2397.png,37.796223,2.02
2398.png,37.768555,1.0
2399.png,86.49414,1.31
2400.png,47.148438,1.33
2401.png,58.658855,2.94
2402.png,64.05436,2.26
2403.png,79.71517,2.12
2404.png,88.984375,2.25
2405.png,40.701496,3.91
2406.png,21.416016,0.55
2407.png,40.286457,2.38
2408.png,76.78223,2.43
2409.png,55.144855,3.57
2410.png,82.67578,1.51
2411.png,56.971027,1.39
2412.png,38.875324,2.47
2413.png,65.99121,0.39
2414.png,32.98177,2.49
2415.png,84.55729,0.34
2416.png,23.850912,2.1
2417.png,69.7819,1.59
2418.png,35.721027,1.57
2419.png,58.880207,1.35
2420.png,84.44662,1.11
2421.png,45.792645,1.89
2422.png,14.996745,2.45
2423.png,55.642902,3.44
2424.png,56.030273,0.09
2425.png,50.88379,1.46
2426.png,39.42871,0.42
2427.png,33.673504,2.81
2428.png,40.563152,1.24
2429.png,88.09896,4.0
2430.png,53.374023,0.63
2431.png,44.547527,0.01
2432.png,66.01888,2.55
2433.png,29.329428,0.92
2434.png,31.349283,1.85
2435.png,54.28711,2.36
2436.png,26.17513,1.84
2437.png,35.7487,2.19
2438.png,68.73047,1.44
2439.png,86.10677,1.17
2440.png,36.05306,0.83
2441.png,52.903645,1.14
2442.png,7.692057,2.66
2443.png,72.82552,2.7
2444.png,60.872395,2.35
2445.png,44.79655,0.2
2446.png,34.337566,2.63
2447.png,45.90332,1.28
2448.png,61.56413,2.83
2449.png,7.9964194,1.79
2450.png,69.39453,2.18
2451.png,17.680664,2.48
2452.png,83.75488,3.19
2453.png,32.317707,1.61
2454.png,50.05371,3.62
2455.png,45.10091,1.89
2456.png,38.847656,1.87
2457.png,66.6276,4.0
2458.png,63.583984,0.3
2459.png,20.06022,1.29
2460.png,60.01465,3.87
2461.png,88.70768,1.49
2462.png,38.70931,1.6
2463.png,42.942707,1.21
2464.png,62.560223,3.01
2465.png,58.0778,1.86
2466.png,52.29492,0.06
2467.png,54.038086,2.09
2468.png,81.430664,1.25
2469.png,94.79492,0.89
2470.png,42.8597,2.61
2471.png,47.4528,1.5
2472.png,44.436848,2.48
2473.png,36.08073,1.65
2474.png,48.58724,1.69
2475.png,85.60873,3.26
2476.png,45.598957,1.88
2477.png,61.50879,1.69
2478.png,50.80078,0.01
2479.png,17.514648,1.39
2480.png,40.812176,1.93
2481.png,25.566406,3.15
2482.png,40.341797,2.23
2483.png,52.682293,0.81
2484.png,59.46126,0.01
2485.png,68.038734,2.1
2486.png,43.9388,1.9
2487.png,83.561195,1.32
2488.png,48.58724,1.96
2489.png,52.156574,0.19
2490.png,69.92025,4.0
2491.png,37.98991,2.43
2492.png,47.978516,1.73
2493.png,45.266926,2.34
2494.png,80.79427,2.01
2495.png,33.286133,1.51
2496.png,55.200195,2.21
2497.png,39.705402,1.47
2498.png,62.477215,2.34
2499.png,48.22754,1.12
2500.png,48.697918,2.46
2501.png,86.46647,0.41
2502.png,58.880207,2.09
2503.png,73.98763,1.97
2504.png,60.73405,1.72
2505.png,83.256836,1.43
2506.png,60.429688,1.9
2507.png,68.7028,3.03
2508.png,34.724934,3.26
2509.png,53.40169,0.89
2510.png,23.87858,4.0
2511.png,21.775717,2.55
2512.png,66.240234,0.98
2513.png,43.413086,1.56
2514.png,59.627277,0.41
2515.png,73.904625,0.01
2516.png,72.43815,2.36
2517.png,64.99512,0.68
2518.png,35.416668,1.6
2519.png,56.55599,1.62
2520.png,52.29492,0.84
2521.png,54.923504,2.9
2522.png,75.14974,1.49
2523.png,88.680016,0.56
2524.png,83.256836,2.84
2525.png,50.08138,0.36
2526.png,13.585612,2.36
2527.png,68.45377,1.76
2528.png,62.753906,3.04
2529.png,34.724934,1.67
2530.png,54.895832,2.74
2531.png,40.92285,1.87
2532.png,32.2347,3.38
2533.png,63.251953,3.33
2534.png,42.057293,2.62
2535.png,95.70801,2.65
2536.png,50.634766,1.97
2537.png,31.266275,2.41
2538.png,33.45215,1.49
2539.png,60.67871,0.79
2540.png,83.28451,0.36
2541.png,75.0944,1.34
2542.png,19.617514,3.17
2543.png,47.176105,2.18
2544.png,57.939453,1.8
2545.png,22.578125,0.91
2546.png,36.77246,1.46
2547.png,51.658527,2.05
2548.png,47.34212,2.06
2549.png,55.39388,1.81
2550.png,33.78418,0.01
2551.png,59.737957,4.0
2552.png,57.579754,1.62
2553.png,38.847656,1.54
2554.png,57.579754,1.32
2555.png,42.333984,1.76
2556.png,76.25651,1.33
2557.png,41.891277,2.73
2558.png,13.336589,0.77
2559.png,61.813152,0.44
2560.png,78.82975,1.61
2561.png,57.828777,1.21
2562.png,19.064127,0.08
2563.png,58.935547,1.59
2564.png,42.361652,0.25
2565.png,88.45866,3.15
2566.png,29.799805,2.96
2567.png,46.761066,1.99
2568.png,54.840496,3.86
2569.png,71.74642,3.36
2570.png,84.00391,2.39
2571.png,53.678387,2.59
2572.png,45.10091,1.88
2573.png,49.832355,0.32
2574.png,67.48535,2.21
2575.png,53.152668,1.75
2576.png,32.926434,0.48
2577.png,65.24414,1.41
2578.png,83.2015,3.8
2579.png,58.963215,2.47
2580.png,37.46419,2.78
2581.png,23.93392,0.39
2582.png,64.026695,0.16
2583.png,85.83008,0.85
2584.png,48.1722,1.69
2585.png,67.430016,1.71
2586.png,68.09408,4.0
2587.png,29.99349,2.86
2588.png,55.227863,1.08
2589.png,79.3278,2.1
2590.png,22.41211,0.87
2591.png,76.20117,1.66
2592.png,74.51334,1.78
2593.png,51.49251,0.7
2594.png,83.69955,2.61
2595.png,45.792645,1.37
2596.png,80.98795,1.91
2597.png,60.81706,1.21
2598.png,71.82943,2.39
2599.png,75.288086,2.84
2600.png,64.24805,1.34
2601.png,96.953125,2.93
2602.png,53.54004,3.86
2603.png,41.780598,2.66
2604.png,36.44043,2.87
2605.png,20.336914,1.54
2606.png,75.12207,0.59
2607.png,56.638996,1.89
2608.png,53.89974,2.39
2609.png,16.6569,1.9
2610.png,14.3880205,3.07
2611.png,31.625977,2.3
2612.png,76.145836,1.93
2613.png,57.081707,1.72
2614.png,9.905599,2.3
2615.png,80.07487,1.02
2616.png,64.49707,2.25
2617.png,53.87207,3.79
2618.png,62.864582,2.77
2619.png,46.65039,2.24
2620.png,18.289389,2.33
2621.png,73.93229,3.19
2622.png,72.936195,2.19
2623.png,62.20052,2.71
2624.png,59.18457,2.25
2625.png,56.030273,2.98
2626.png,68.12174,0.9
2627.png,78.74674,3.28
2628.png,52.543945,1.53
2629.png,63.030598,3.36
2630.png,30.076498,2.2
2631.png,59.765625,2.99
2632.png,81.23698,1.31
2633.png,72.32748,1.48
2634.png,80.157875,2.53
2635.png,18.068033,2.38
2636.png,48.61491,2.43
2637.png,83.14616,2.44
2638.png,27.586264,2.49
2639.png,47.12077,1.82
2640.png,51.57552,3.28
2641.png,21.000977,3.18
2642.png,25.206705,3.18
2643.png,33.147785,1.78
2644.png,84.55729,1.79
2645.png,48.808594,1.92
2646.png,82.20541,2.83
2647.png,64.88444,0.01
2648.png,46.59505,0.65
2649.png,72.32748,2.29
2650.png,79.43848,2.14
2651.png,80.82194,3.35
2652.png,42.721355,1.87
2653.png,69.83724,0.25
2654.png,50.662434,2.83
2655.png,44.68587,2.26
2656.png,64.52474,2.16
2657.png,53.89974,3.1
2658.png,65.88053,4.0
2659.png,76.06283,2.42
2660.png,84.03158,1.15
2661.png,83.229164,1.68
2662.png,59.073895,1.67
2663.png,48.476562,0.01
2664.png,67.48535,2.36
2665.png,42.11263,1.63
2666.png,36.883137,1.28
2667.png,72.32748,2.53
2668.png,58.465168,2.13
2669.png,52.65462,2.32
2670.png,74.0153,3.84
2671.png,84.44662,1.06
2672.png,65.68685,3.59
2673.png,40.480145,1.97
2674.png,51.464844,3.08
2675.png,67.34701,1.67
2676.png,64.91211,2.33
2677.png,20.86263,4.0
2678.png,20.11556,0.95
2679.png,15.854492,0.88
2680.png,56.86035,3.46
2681.png,74.23666,3.32
2682.png,20.83496,2.58
2683.png,21.720377,0.83
2684.png,68.28776,0.78
2685.png,41.80827,1.75
2686.png,36.71712,1.0
2687.png,83.69955,3.84
2688.png,67.37467,0.9
2689.png,78.9681,1.87
2690.png,54.591473,1.48
2691.png,41.47624,2.81
2692.png,57.164715,2.06
2693.png,35.859375,1.31
2694.png,58.548176,0.01
2695.png,36.85547,2.85
2696.png,53.81673,2.42
2697.png,57.441406,4.0
2698.png,65.24414,1.09
2699.png,59.350586,2.61
2700.png,78.470055,3.53
2701.png,9.656575,2.18
2702.png,83.69955,2.41
2703.png,81.319984,0.89
2704.png,76.560875,1.79
2705.png,84.22526,1.6
2706.png,47.646484,1.23
2707.png,61.066082,1.54
2708.png,56.334637,0.91
2709.png,69.20084,2.68
2710.png,24.099936,1.29
2711.png,65.1058,0.82
2712.png,70.75033,1.22
2713.png,42.195637,2.32
2714.png,63.27962,2.67
2715.png,55.78125,1.01
2716.png,69.39453,1.0
2717.png,73.51725,3.67
2718.png,45.93099,2.32
2719.png,27.33724,3.3
2720.png,84.58496,2.03
2721.png,78.08268,2.31
2722.png,53.18034,1.03
2723.png,81.51367,1.6
2724.png,33.258465,2.62
2725.png,78.41471,1.57
2726.png,63.611652,0.32
2727.png,60.70638,1.96
2728.png,57.63509,0.52
2729.png,76.72689,1.95
2730.png,54.397785,2.34
2731.png,24.265951,2.88
2732.png,36.191406,1.86
2733.png,47.923176,2.4
2734.png,71.08236,2.33
2735.png,78.30404,1.58
2736.png,90.6722,3.06
2737.png,76.22884,2.27
2738.png,55.78125,2.8
2739.png,40.25879,2.56
2740.png,68.84115,2.44
2741.png,13.530273,1.57
2742.png,28.914389,2.92
2743.png,86.18978,1.72
2744.png,52.10124,2.31
2745.png,45.598957,1.73
2746.png,32.2347,2.09
2747.png,18.649088,1.6
2748.png,58.548176,1.22
2749.png,75.23275,1.14
2750.png,41.448566,1.52
2751.png,19.72819,1.87
2752.png,49.472656,3.97
2753.png,81.486,0.69
2754.png,67.12565,2.5
2755.png,48.338215,0.01
2756.png,71.80176,0.01
2757.png,78.19336,2.52
2758.png,80.600586,0.01
2759.png,52.79297,1.33
2760.png,53.789062,1.1
2761.png,32.594402,1.97
2762.png,43.468426,3.24
2763.png,67.65137,2.67
2764.png,41.66992,2.33
2765.png,79.82584,1.81
2766.png,76.25651,3.53
2767.png,50.634766,2.6
2768.png,86.82617,2.19
2769.png,52.986652,1.64
2770.png,55.670574,1.53
2771.png,49.527996,2.88
2772.png,50.496418,1.91
2773.png,87.711586,4.0
2774.png,52.488605,0.71
2775.png,54.453125,1.66
2776.png,61.259766,2.12
2777.png,60.06999,2.96
2778.png,41.448566,2.89
2779.png,90.61686,2.12
2780.png,70.44596,2.09
2781.png,53.263348,1.38
2782.png,46.207684,1.49
2783.png,26.97754,4.0
2784.png,38.653973,2.13
2785.png,62.034504,1.98
2786.png,37.381184,2.79
2787.png,94.87793,2.37
2788.png,17.957357,1.26
2789.png,45.128582,0.83
2790.png,83.33984,1.78
2791.png,21.333008,4.0
2792.png,48.725586,3.26
2793.png,33.230793,3.38
2794.png,25.953775,4.0
2795.png,34.835613,0.79
2796.png,57.41374,1.03
2797.png,43.468426,3.52
2798.png,46.124676,2.65
2799.png,53.733723,0.01
2800.png,27.254232,1.19
2801.png,76.89291,0.09
2802.png,47.259113,0.35
2803.png,53.678387,2.54
2804.png,35.582684,1.6
2805.png,61.398113,3.06
2806.png,54.314777,1.31
2807.png,41.448566,1.56
2808.png,91.14258,3.03
2809.png,66.10189,3.38
2810.png,45.183918,2.7
2811.png,56.47298,0.01
2812.png,55.83659,3.42
2813.png,20.696615,3.41
2814.png,86.57715,1.33
2815.png,39.401043,2.53
2816.png,64.41406,2.17
2817.png,44.68587,2.87
2818.png,62.394207,2.34
2819.png,16.186523,4.0
2820.png,53.06966,3.33
2821.png,57.386066,3.01
2822.png,80.48991,1.47
2823.png,71.35905,4.0
2824.png,86.46647,1.56
2825.png,48.50423,1.27
2826.png,39.871418,2.71
2827.png,60.34668,1.46
2828.png,64.52474,2.42
2829.png,63.113605,2.53
2830.png,67.430016,3.42
2831.png,58.935547,1.93
2832.png,59.95931,3.17
2833.png,26.59017,0.93
2834.png,38.32194,1.97
2835.png,40.67383,1.74
2836.png,67.37467,2.08
2837.png,70.086266,0.88
2838.png,60.789387,3.47
2839.png,10.791016,2.5
2840.png,36.938477,1.16
2841.png,63.999023,2.65
2842.png,48.448895,2.57
2843.png,67.67904,2.77
2844.png,31.45996,3.01
2845.png,61.979168,1.78
2846.png,32.124023,3.25
2847.png,21.609701,2.56
2848.png,49.832355,1.28
2849.png,37.57487,1.32
2850.png,36.744793,1.78
2851.png,39.89909,1.66
2852.png,52.073566,2.03
2853.png,87.76693,2.14
2854.png,71.82943,1.76
2855.png,74.87305,2.24
2856.png,51.713867,1.77
2857.png,38.68164,1.78
2858.png,29.025064,1.85
2859.png,24.708658,2.45
2860.png,89.12272,1.1
2861.png,66.04655,1.32
2862.png,53.18034,3.57
2863.png,68.06641,2.72
2864.png,80.29623,1.28
2865.png,88.40332,1.56
2866.png,33.3138,3.47
2867.png,79.65983,3.77
2868.png,46.041668,2.29
2869.png,36.85547,0.32
2870.png,82.288414,2.93
2871.png,52.35026,2.5
2872.png,43.828125,1.87
2873.png,48.338215,0.72
2874.png,82.09473,1.56
2875.png,29.19108,1.7
2876.png,55.144855,1.84
2877.png,75.592445,0.77
2878.png,71.11002,1.59
2879.png,86.49414,2.85
2880.png,52.128906,2.38
2881.png,56.9987,2.72
2882.png,54.121094,1.91
2883.png,51.29883,3.8
2884.png,35.804035,1.79
2885.png,52.65462,2.68
2886.png,38.598633,2.26
2887.png,39.401043,2.21
2888.png,30.546875,2.68
2889.png,64.8291,3.36
2890.png,49.057617,0.5
2891.png,60.76172,2.24
2892.png,48.55957,1.91
2893.png,61.176758,2.09
2894.png,51.409504,2.4
2895.png,39.622395,0.01
2896.png,36.05306,1.92
2897.png,37.353516,2.36
2898.png,55.615234,1.4
2899.png,35.914715,2.63
2900.png,65.63151,2.61
2901.png,39.816082,2.66
2902.png,76.78223,2.24
2903.png,60.67871,1.71
2904.png,40.784504,1.28
2905.png,46.65039,2.23
2906.png,31.708984,1.2
2907.png,54.010418,3.1
2908.png,85.3597,1.41
2909.png,46.567383,1.85
2910.png,25.455729,3.35
2911.png,51.852215,1.15
2912.png,40.092773,3.63
2913.png,34.11621,1.3
2914.png,75.398766,3.22
2915.png,79.99186,3.23
2916.png,72.46582,3.08
2917.png,57.939453,1.06
2918.png,22.329102,2.78
2919.png,24.514975,1.33
2920.png,85.166016,0.76
2921.png,37.851562,0.01
2922.png,62.781574,3.52
2923.png,88.237305,1.32
2924.png,60.73405,0.69
2925.png,61.674805,2.17
2926.png,58.133137,1.76
2927.png,83.256836,0.01
2928.png,52.875977,2.56
2929.png,36.883137,3.78
2930.png,52.43327,0.42
2931.png,52.73763,0.01
2932.png,48.780926,2.16
2933.png,47.701824,1.94
2934.png,54.14876,2.25
2935.png,55.172527,3.15
2936.png,52.35026,3.99
2937.png,74.375,0.84
2938.png,67.07031,3.57
2939.png,30.68522,1.59
2940.png,27.198893,2.55
2941.png,45.598957,1.34
2942.png,37.98991,0.84
2943.png,38.2666,3.27
2944.png,50.358074,0.92
2945.png,45.322266,1.87
2946.png,67.623695,1.1
2947.png,47.03776,1.86
2948.png,78.52539,2.18
2949.png,35.36133,0.31
2950.png,63.999023,2.41
2951.png,43.71745,2.85
2952.png,34.86328,1.44
2953.png,23.463541,2.83
2954.png,32.70508,1.83
2955.png,23.93392,1.53
2956.png,57.994793,1.41
2957.png,29.357096,0.32
2958.png,60.01465,1.89
2959.png,56.61133,0.01
2960.png,40.424805,1.76
2961.png,92.111,2.45
2962.png,91.77897,2.34
2963.png,58.90788,1.08
2964.png,24.597982,1.05
2965.png,44.990234,0.96
2966.png,29.025064,3.37
2967.png,67.45768,2.96
2968.png,13.557942,2.75
2969.png,89.34408,1.85
2970.png,48.697918,2.38
2971.png,47.701824,0.72
2972.png,43.800457,1.71
2973.png,13.0598955,0.78
2974.png,67.34701,1.82
2975.png,51.658527,0.88
2976.png,34.973957,1.99
2977.png,75.592445,2.43
2978.png,38.40495,1.19
2979.png,50.302734,0.74
2980.png,49.33431,2.97
2981.png,48.448895,2.12
2982.png,29.910482,0.58
2983.png,42.22331,1.01
2984.png,37.685547,2.35
2985.png,69.03483,2.55
2986.png,71.4974,1.14
2987.png,65.79752,2.13
2988.png,29.274088,0.35
2989.png,85.470375,2.12
2990.png,76.560875,3.4
2991.png,42.998047,2.76
2992.png,29.744467,0.34
2993.png,22.827148,1.67
2994.png,46.567383,0.57
2995.png,51.63086,0.59
